"","price","city_name","voivodeship","year_of_production","mileage","age"
"891",11900,"Łódź","Łódzkie","2020 ",1,0
"892",7300,"Elbląg","Warmińsko-mazurskie","2005 ",21924,15
"893",12000,"Zamość","Kujawsko-pomorskie","2010 ",22400,10
"894",19900,"Warszawa","Mazowieckie","2018 ",1,2
"895",14900,"Komorów","Lubuskie","2016 ",101,4
"896",5000,"Warszawa","Mazowieckie","2005 ",27994,15
"897",6000,"Uraz","Dolnośląskie","1997 ",40351,23
"898",6000,"Stalowa Wola","Podkarpackie","1976 ",15000,44
"899",15950,"Łódź","Łódzkie","2019 ",1,1
"900",5200,"Zielonki","Małopolskie","2006 ",7000,14
"901",15000,"Dąbrowa Górnicza","Śląskie","2000 ",12000,20
"902",12600,"Dąbrowa Górnicza","Śląskie","2002 ",18000,18
"903",30996,"Elbląg","Warmińsko-mazurskie","2019 ",300,1
"904",10000,"Dąbrowa Górnicza","Śląskie","2006 ",5000,14
"905",9200,"Rzeszów","Podkarpackie","2014 ",23500,6
"906",15500,"Kołobrzeg","Zachodniopomorskie","2016 ",5707,4
"907",8200,"Rzeszów","Podkarpackie","2010 ",32000,10
"908",13000,"Dąbrowa Górnicza","Śląskie","2003 ",8800,17
"909",6300,"Szynwałd","Małopolskie","1998 ",26848,22
"910",6800,"Warszawa","Mazowieckie","1999 ",27000,21
"911",5500,"Łask","Łódzkie","2015 ",77,5
"912",9700,"Iława","Warmińsko-mazurskie","2007 ",14500,13
"913",11000,"Częstochowa","Śląskie","2016 ",35390,4
"914",9000,"Częstochowa","Śląskie","2013 ",45004,7
"915",5899,"Pietrzykowice","Dolnośląskie","2019 ",1,1
"916",18900,"Szczecin","Zachodniopomorskie","2020 ",1,0
"917",6999,"Rzeszów","Podkarpackie","2008 ",19403,12
"918",5700,"Sarbinowo","Wielkopolskie","2019 ",180,1
"919",15500,"Rzeszów","Podkarpackie","2019 ",1,1
"920",13500,"Rzeszów","Podkarpackie","2019 ",1,1
"921",10500,"Starogard Gdański","Pomorskie","1999 ",14000,21
"922",9500,"Starogard Gdański","Pomorskie","2011 ",25000,9
"923",10400,"Szczecin","Zachodniopomorskie","2014 ",8000,6
"924",19900,"Wejherowo-Nanice","Pomorskie","2015 ",1082,5
"925",8799,"Nakło nad Notecią","Kujawsko-pomorskie","2019 ",1,1
"926",6500,"Poznań","Wielkopolskie","2017 ",1600,3
"927",5599,"Nakło nad Notecią","Kujawsko-pomorskie","2019 ",1,1
"928",12400,"Siedlce","Mazowieckie","2020 ",1,0
"929",12500,"Kraków","Małopolskie","2008 ",20399,12
"930",5999,"Kokoszkowy","Pomorskie","1996 ",27123,24
"931",22900,"Gdańsk","Pomorskie","2019 ",1,1
"932",9200,"Tarnów","Małopolskie","2019 ",1,1
"933",7800,"Tarnów","Małopolskie","2019 ",1,1
"934",10900,"Tarnów","Małopolskie","2018 ",3000,2
"935",5500,"Grodzisk Mazowiecki","Mazowieckie","2005 ",6974,15
"936",2999,"Gorzów Wielkopolski","Lubuskie","2015 ",2761,5
"937",5700,"Olsztynek","Warmińsko-mazurskie","2010 ",40000,10
"938",17990,"Tarnobrzeg","Podkarpackie","2019 ",1,1
"939",6999,"Kokoszkowy","Pomorskie","1997 ",27000,23
"940",7900,"Grzmiąca","Zachodniopomorskie","2005 ",30300,15
"941",6900,"Chrzanów","Małopolskie","1996 ",50,24
"942",9700,"Dobroń","Łódzkie","2017 ",6375,3
"943",17700,"Kłodzko","Dolnośląskie","2019 ",1,1
"944",34900,"Myślenice","Małopolskie","2020 ",1,0
"945",34400,"Myślenice","Małopolskie","2020 ",1,0
"946",22290,"Myślenice","Małopolskie","2020 ",1,0
"947",28500,"Myślenice","Małopolskie","2019 ",1,1
"948",18700,"Siedlce","Mazowieckie","2020 ",1,0
"949",18700,"Olsztyn","Warmińsko-mazurskie","2020 ",1,0
"950",12550,"Warszawa","Mazowieckie","2016 ",5372,4
"951",19900,"Łódź","Łódzkie","2018 ",1,2
"952",3500,"Skoczów","Śląskie","2019 ",1,1
"953",4400,"Skoczów","Śląskie","2019 ",1,1
"954",7300,"Nysa","Opolskie","2006 ",44700,14
"955",9500,"Stalowa Wola","Podkarpackie","1999 ",15000,21
"956",10200,"Włocławek","Kujawsko-pomorskie","2015 ",3674,5
"957",18990,"Ostrzeszów","Wielkopolskie","1970 ",14700,50
"958",8100,"Wieliczka","Małopolskie","2019 ",2200,1
"959",7200,"Hucina","Podkarpackie","2015 ",3240,5
"960",6200,"Konin","Wielkopolskie","2000 ",14300,20
"961",5400,"Bielsko-Biała","Śląskie","2010 ",30000,10
"962",4900,"Mieczewo","Wielkopolskie","2014 ",4370,6
"963",9000,"Mysłakowice","Dolnośląskie","2012 ",1400,8
"964",9999,"Zielona Góra","Lubuskie","2018 ",6744,2
"965",7250,"Mokronos Górny","Dolnośląskie","2013 ",13000,7
"966",3399,"Lublin","Lubelskie","2019 ",1,1
"967",6000,"Gdańsk","Pomorskie","2015 ",10293,5
"968",8700,"Skarżysko-Kamienna","Świętokrzyskie","2009 ",7500,11
"969",12800,"Zabrze","Śląskie","2005 ",57000,15
"970",10990,"Żyrardów","Mazowieckie","2016 ",28000,4
"971",12500,"Siemianowice Śląskie","Śląskie","2000 ",23000,20
"972",17900,"Łódź","Łódzkie","2020 ",1,0
"973",5300,"Świątkowa Mała","Podkarpackie","2003 ",30120,17
"974",6500,"Inowrocław","Kujawsko-pomorskie","2006 ",16250,14
"975",6200,"Grodzisk Mazowiecki","Mazowieckie","2019 ",1,1
"976",6800,"Grodzisk Mazowiecki","Mazowieckie","2019 ",1,1
"977",12700,"Kutno","Łódzkie","2002 ",12300,18
"978",8900,"Grodzisk Mazowiecki","Mazowieckie","2019 ",1,1
"979",10900,"Mizerów","Śląskie","2002 ",13000,18
"980",5200,"Mizerów","Śląskie","2015 ",18000,5
"981",12400,"Mizerów","Śląskie","2001 ",23000,19
"982",8900,"Mizerów","Śląskie","2017 ",1300,3
"983",5400,"Kielce","Świętokrzyskie","2007 ",34090,13
"984",7500,"Chełmek","Małopolskie","2019 ",2160,1
"985",8990,"Żyrardów","Mazowieckie","2004 ",27000,16
"986",9000,"Piekary Śląskie","Śląskie","2014 ",20000,6
"987",9500,"Gorzów Wielkopolski","Lubuskie","2007 ",44254,13
"988",7100,"Łańcut","Podkarpackie","2013 ",16151,7
"989",6250,"Straszyn","Pomorskie","2015 ",7268,5
"990",7700,"Ostrów Wielkopolski","Wielkopolskie","2013 ",307,7
"991",6700,"Skierniewice","Łódzkie","2019 ",1,1
"992",5400,"Kamieniec Ząbkowicki","Dolnośląskie","2005 ",1000,15
"993",4999,"Radom","Mazowieckie","2008 ",21004,12
"994",7400,"Warszawa","Mazowieckie","2009 ",30500,11
"995",15500,"Milanówek","Mazowieckie","2018 ",2320,2
